verification_status,reviews,polarity,tag
Trip Verified,"'booked', 'online', 'months', 'ago', 'hitch', 'replacement', 'aircraft', 'meaning', 'chosen', 'seats', 'different', 'informed', 'prior', 'departure', 'could', 'amend', 'bag', 'drop', 'man', 't3', 'wasnt', 'smooth', 'suspect', 'man', 'fault', 'shuttle', 'boarding', 'slow', 'delayed', 'meaning', 'rush', 'lhr', 't5', 'flight', 'cpt', 'full', 'left', 'less', 'time', 'cabin', 'clean', 'pe', 'expected', 'sufficient', 'leg', 'arm', 'room', 'plus', 'little', 'perks', 'drinks', 'complaint', 'seats', 'actually', 'recline', 'far', 'staff', 'good', 'first', 'hours', 'service', 'especially', 'george', 'food', 'quite', 'tasty', 'one', 'option', 'wasnt', 'loaded', 'breakfast', 'also', 'quite', 'tasty', 'landed', 'time', 'fly', 'ointment', 'cases', 'arrived', 'late', 'carousel', 'later', 'notice', 'broken', 'likely', 'cpt', 'pleasant', 'surprise'",0.08844696969696969,Positive
Trip Verified,"'flight', 'time', 'crew', 'polite', 'story', 'outward', 'flight', 'find', 'ba', 'europe', 'generally', 'pretty', 'good', 'though', 'regret', 'substituted', 'prosecco', 'champagne', 'list', 'drinks', 'buy', 'economy', 'many', 'complaints', 'ba', 'airlines', 'revolve', 'around', 'lost', 'luggage', 'never', 'check', 'bags', 'even', 'long', 'trips'",0.35,Positive
Not Verified,"'angry', 'disappointed', 'unsatisfied', 'route', 'london', 'atlanta', 'suitcase', 'boarded', 'therefore', 'landed', 'comfort', 'safety', 'reason', 'bag', 'always', 'fly', 'passenger', 'happen', 'claims', 'phone', 'calls', 'made', 'desk', 'assistants', 'answered', 'questions', 'unprofessionally', 'miserably', 'certainly', 'left', 'nothing', 'backpack', 'contained', 'snacks', 'neither', 'clothes', 'anything', 'else', 'ever', 'provided', 'apology', 'meanwhile', 'also', 'told', 'bag', 'would', 'delivered', 'next', '24', 'hours', 'also', 'happen', 'british', 'airways', 'great', 'airline', 'fly', 'organization', 'comes', 'customer', 'service', 'poor', 'uncertain', 'still', 'waiting', 'bag'",0.08333333333333334,Positive
Trip Verified,"'infrequent', 'flyer', 'british', 'airways', 'always', 'first', 'choice', 'reassurance', 'comfort', 'service', 'quality', 'luggage', 'allowance', 'etc', 'fact', '’', 'never', 'flown', 'budget', 'airlines', 'recent', 'flight', 'changed', 'view', 'causes', 'reflect', 'actually', 'getting', 'money', 'ba', 'flights', 'around', 'hour', 'delayed', 'ways', 'cabin', 'ground', 'staff', 'service', 'ok', 'facilities', 'lack', 'disappointed', 'flight', 'approx', '4', 'half', 'hours', 'thing', 'offered', 'half', 'cup', 'water', 'poured', 'bite', 'sized', 'banana', 'slice', 'cake', 'fact', 'return', 'journey', '’', 'even', 'offered', 'water', 'top', 'ba', 'longer', 'media', 'screen', 'select', 'something', 'pass', 'time', 'away', '’', 'even', 'obligatory', 'flight', 'journey', 'wifi', 'poor', '’', 'even', 'access', 'shop', 'however', 'fee', 'much', 'available', 'explains', 'bas', 'record', 'profit', '£152bn', 'question', 'paying', 'sure', 'opt', 'budget', 'airlines', 'transparent', 'offer', 'pay', 'decide', 'choose', 'ba', 'stands', 'basic', 'airways', '’', 'go', 'elsewhere', 'get', 'basic', 'cheaper'",0.04761904761904762,Positive
Not Verified,"'totally', 'unremarkable', 'flight', 'time', 'comfortable', 'european', 'configuration', 'goes', 'catering', 'due', 'storm', 'effect', 'greatly', 'exaggerated', 'advised', 'email', 'euro', '15', 'provided', 'easy', 'use', 'lounge', 'made', 'loss'",0.03472222222222223,Positive
Trip Verified,"'1', 'ground', 'crew', 'heathrow', 'left', '60', 'passengers', 'luggage', '3', 'bags', '2', 'heathrow', 'ground', 'crew', 'left', '1', 'behind', '1st', 'two', 'received', 'next', 'day', '3', 'heathrow', 'ground', 'crew', 'lost', '3rd', 'bag', '4', 'times', 'phone', '3', 'hrs', 'course', 'week', '4', 'due', 'spend', '500', 'health', 'beauty', 'items', 'wife', 'cruise', '5', 'british', 'airways', 'said', 'might', 'reimburse', '3', 'months', '6', 'spend', '100', 'cab', 'fare', 'barcelona', 'bacelona', 'ground', 'crew', 'iberia', 'claimed', 'delivered', 'us', '7', 'heathrow', 'ground', 'crew', 'made', 'us', '15', 'minutes', 'late', 'arriving', 'back', 'heathrow', 'cruise', 'actually', 'landed', '10', 'minutes', 'early', 'incompetent', 'people', 'still', 'ready', 'us', '8', 'heathrow', 'ground', 'crew', 'caused', 'us', 'leave', '45', 'minutes', 'late', 'even', 'though', 'passengers', 'boarded', 'ready', '15', 'minutes', 'departure', 'time', 'probably', 'mean', 'miss', 'connection', 'anchorage', 'ba', 'clearly', 'care', 'know', 'operate', 'ground', 'baseshameful', 'ba', 'joke', 'embarrassed', 'cant', 'operate', 'like', 'normal', 'airline', 'grasp', 'concept', 'even', 'small', 'hiccup', 'cause', 'mass', 'ripples', 'chaos', 'people'",-0.06776315789473684,Negative
Trip Verified,"'london', 'heathrow', 'gibraltar', '24th', 'october', '2023', 'shall', 'start', 'reference', 'booking', 'process', 'used', 'ba', 'website', 'reserve', 'seat', 'food', 'website', 'easy', 'use', 'clear', 'every', 'aspect', 'flight', 'due', 'depart', 'terminal', '3', 'passengers', 'bussed', 'good', '15', 'minutes', 'different', 'part', 'airport', 'aircraft', 'stand', 'boarding', 'flight', 'cabincrew', 'kept', 'low', 'profile', 'maintained', 'entire', 'flight', 'captain', 'made', '3', 'brief', 'announcements', 'flight', 'inflight', 'entertainment', 'seats', 'clean', 'comfortable', 'enough', 'short', 'flight', 'lack', 'catering', 'overt', 'tiny', 'bottle', 'water', 'inedible', '“', 'breakfast', 'bar', '”', 'one', 'use', 'online', 'system', 'order', 'even', 'drink', 'course', 'pay', 'passengers', 'next', 'could', 'use', 'online', 'system', 'doe', 'seem', 'work', 'cabin', 'refused', 'sell', 'coffee', 'fault', 'moreover', 'usb', 'charge', 'points', 'work', 'either', 'given', 'early', 'hour', 'flight', 'poor', 'show', 'even', 'sale', 'items', 'available', 'trolley', 'service', 'system', 'ba', 'place', 'good', 'enough', 'flight', 'arrived', 'ontime', 'disembarkation', 'inefficient', 'though', 'poorly', 'managed', 'crew', 'seen', 'crew', 'wearing', 'new', 'ba', 'uniform', 'seems', 'reflect', 'downward', 'trend', 'airline', 'candid', 'difference', 'ba', 'service', 'socalled', '“', 'budget', '”', 'rivals', 'route', 'ba', 'monopoly', 'option', 'use', 'services', 'different', 'company'",0.1309288537549407,Positive
Trip Verified,"'first', 'time', 'flying', 'british', 'airways', 'would', 'hesitate', 'fly', 'economy', 'flight', 'attendants', 'pleasant', 'efficient', 'excellent', 'special', 'meal', 'low', 'sodium', 'comfortable', 'space', 'economy', 'one', 'better', 'flights'",0.4489417989417989,Positive
Not Verified,"'flew', 'london', 'cairo', 'return', 'october', '2023', 'basically', 'perfectly', 'good', 'pair', 'flights', 'economy', 'pleasant', 'professional', 'cabin', 'crew', 'especially', 'return', 'journey', '173', 'tall', 'problem', 'legroom', 'back', 'plane', 'seat', 'ok', 'getting', 'little', 'numbing', '5', 'hours', 'return', 'rather', 'good', 'included', 'snack', 'box', 'drinks', 'welcome', 'however', 'must', 'said', 'value', 'money', 'poor', 'checked', 'bag', 'return', 'leg', 'nearly', '£700', 'ticket', 'although', 'content', 'pass', 'time', 'reading', 'sleeping', 'surprising', 'find', 'inflight', 'entertainment', '5hour', 'flights', 'however', 'overall', 'would', 'still', 'recommend', 'ba', 'would', 'even', 'enthusiastically', 'sensibly', 'priced'",0.28814102564102567,Positive
Not Verified,"'absolutely', 'worst', 'experience', 'ever', 'flew', 'heathrow', 'problem', 'waited', '5', 'hours', 'three', 'extra', 'hours', 'connection', 'porto', 'cancelled', 'flight', 'scrambled', 'hotel', 'new', 'flight', 'next', 'day', 'routed', 'us', 'madrid', 'next', 'morning', 'flight', '15', 'hours', 'late', 'missed', 'connection', 'porto', 'missed', 'connection', 'fault', 'cancelled', 'return', 'flights', 'two', 'hours', 'phone', 'customer', 'service', 'madrid', 'airport', 'booked', 'us', 'new', 'return', 'flight', 'made', 'pay', '1300', 'fly', 'madrid', 'porto', 'reason', 'cancelled', 'return', 'flight', 'hours', 'hours', 'hours', 'customer', 'service', 'finally', 'got', 'return', 'flight', 'five', 'days', 'original', 'return', 'flight', 'meanwhile', 'lost', 'wifes', 'luggage', 'finally', 'got', '15', 'days', 'lost', 'return', 'flight', 'problems', 'reservations', 'point', 'british', 'airways', 'helpful', 'left', 'onus', 'us', 'fix', 'mistakes', 'every', 'turn', 'completely', 'ruined', 'three', 'week', 'vacation', 'dont', 'care', 'wouldnt', 'even', 'let', 'us', 'speak', 'supervisor', 'manager', 'awful', 'bordering', 'passenger', 'abuse'",-0.050151515151515155,Negative
Not Verified,"'flew', 'back', 'malta', 'scattering', 'sons', 'ashes', 'favourite', 'spots', 'boarded', 'aircraft', 'return', 'flight', 'wife', 'became', 'upset', 'member', 'cabin', 'crew', 'noticed', 'immediately', 'spoke', 'wife', 'tried', 'reassure', 'name', 'tracey', 'exceptional', 'crew', 'member', 'noticed', 'spoke', 'travellers', 'courteous', 'manner', 'friendly', 'time', 'passed', 'wife', 'asked', 'would', 'like', 'anything', 'kindness', 'made', 'difficult', 'time', 'easier', 'us', 'aircraft', 'seats', 'comfortable', 'service', 'good', '2hrs', '45mins', 'flight', 'thank', 'ba'",0.32023809523809516,Positive
Not Verified,"'cabin', 'luggage', 'go', 'cargo', 'even', 'said', 'carried', 'medicines', 'time', 'get', 'hand', 'luggage', 'economy', 'seats', 'virgin', 'atlantic', 'klm', 'even', 'ryanair', 'space', 'luckily', 'short', 'flight'",0.0,Neutral
Trip Verified,"'using', 'ba', 'average', 'say', 'pretty', 'satisfied', 'ba', 'somehow', 'experience', 'cancellations', 'delays', 'time', 'second', 'inflight', 'service', 'usually', 'weak', 'food', 'portions', 'small', 'cabin', 'crew', 'helpful', 'especially', 'comes', 'drink', 'requests', 'screens', 'a380s', 'renewed', 'full', 'scratches', 'size', 'a321s', 'especially', 'longer', 'flights', 'entertainment', 'system', 'becomes', 'important', 'also', 'welcome', 'package', 'except', 'pillow', 'small', 'blanket', 'would', 'expect', 'ba', 'flying', 'us', 'anywhere', 'except', 'uk', 'would', 'recommend', 'considering', 'airlines', 'flying', 'tofrom', 'uk', 'directly', 'ba', 'could', 'one', 'choices'",0.10576923076923077,Positive
Trip Verified,"'flew', 'istanbul', 'london', 'business', 'class', 'half', 'flight', 'child', 'watching', 'ipad', 'loud', 'phones', 'plugged', 'three', 'rows', 'front', 'disrupted', 'flight', 'could', 'hear', 'headphones', 'staff', 'thought', 'fine', 'refused', 'tell', 'mom', 'turn', 'acceptable', 'flight', 'especially', 'business', 'class', 'airline', 'turned', 'zoo', 'staff', 'given', 'training', 'customer', 'service', 'child', 'allowed', 'disrupt', 'passengers', 'told', 'staff', 'laughed', 'ba', 'customer', 'service', 'disgrace', 'ive', 'even', 'mentioned', 'food', 'bad', 'really', 'bad'",-0.04999999999999995,Negative
Not Verified,"'flow', 'ba', 'several', 'times', 'since', 'airline', 'started', 'nonstop', 'service', 'austin', 'tx', 'london', 'heathrow', 'every', 'year', 'service', 'gets', 'worse', 'brought', 'tape', 'measure', 'see', 'far', 'apart', 'seats', 'economy', 'section', '25½', 'inches', 'ba', 'removed', 'bathrooms', 'order', 'squeeze', 'rows', 'seats', 'onto', 'aircraft', 'thankfully', 'im', 'big', 'person', 'able', 'squeeze', 'seat', 'without', 'uncomfortable', 'ba', 'first', 'started', 'flying', 'austin', 'food', 'great', 'arrive', 'heathrow', 'get', 'real', 'food', 'take', 'plane', 'dont', 'know', 'makes', 'bas', 'food', 'eatable', 'ba', 'direct', 'flight', 'hometown', 'london', 'would', 'fly', 'different', 'airline', 'checked', 'heathrow', 'line', 'extremely', 'long', 'one', 'person', 'checking', 'people', 'took', 'nearly', 'hour', 'get', 'counter', 'understand', 'airlines', 'making', 'record', 'profits', 'need', 'make', 'lost', 'revenue', 'pandemic', 'think', 'ba', 'gone', 'far', 'little', 'concern', 'customer', 'service', 'pursuit', 'profits'",0.11328125,Positive
Trip Verified,"'flight', 'departed', 'hour', 'late', 'due', 'late', 'inbound', 'plane', 'plane', 'full', 'half', 'economy', 'class', 'passengers', 'forced', 'check', 'larger', 'cabin', 'baggage', 'gate', 'boarding', 'making', 'complete', 'mockery', 'hand', 'luggage', 'allowance', 'advertised', 'lots', 'passengers', 'board', 'stressed', 'missing', 'onwards', 'connections', 'due', 'delays', 'miss', 'next', 'gates', 'closed', 'time', 'disembarked', 'heathrow', 'onboard', 'service', 'ok', 'minimal', 'ba', 'gave', 'fullservice', 'airline', 'time', 'ago', 'concerning', 'trying', 'get', 'hold', 'customers', 'services', 'make', 'changes', 'bookings', 'deal', 'problems', 'nonexistent', 'airline', 'seems', 'make', 'deliberately', 'hard', 'customers', 'contact'",-0.07055555555555555,Negative
Trip Verified,"'hate', 'british', 'airways', 'get', 'london', 'oct', '3', 'next', 'flight', 'cancelled', 'stand', 'line', '1200', 'people', 'get', 'fixed', 'tell', 'everyone', 'leave', 'airport', 'call', 'fix', 'book', 'us', 'next', 'dayvia', 'online', 'dont', 'offer', 'vouchers', 'hotel', 'miss', 'tour', 'trying', 'get', 'home', 'istanbul', 'plane', 'started', 'loading', 'hour', 'ago', 'explanations', 'may', 'miss', 'next', 'flight', 'never', 'travel', 'problem', 'april', '2022', 'flight'",-0.11666666666666668,Negative
Trip Verified,"'ba', 'flight', 'porto', 'london', 'heathrow', 't5', 'operated', 'finnair', 'using', 'finnair', 'plane', 'crew', 'advised', 'ba', 'shortly', 'booking', 'option', 'change', 'flights', 'preferred', 'although', 'business', 'class', 'cabin', 'similar', 'layout', 'ba', 'club', 'europe', 'ie', 'middle', 'seat', 'kept', 'free', 'wife', 'felt', 'seats', 'comfortable', 'legroom', 'slightly', 'better', 'service', 'good', 'board', 'meal', 'tasty', 'chose', 'beef', 'cheeks', 'good', 'landed', 'heathrow', 'although', 'passed', 'passport', 'control', 'without', 'delay', 'designated', 'baggage', 'reclaim', 'waited', 'waited', 'hour', 'ten', 'minutes', 'went', 'ba', 'baggage', 'counter', 'ask', 'going', 'seemed', 'unaware', 'issue', 'said', 'would', 'find', 'next', 'hour', 'various', 'passengers', 'also', 'requested', 'information', 'despite', 'various', 'announcements', 'list', 'different', 'excuses', 'almost', '2½', 'hours', 'bags', 'finally', 'arrived', 'frustrating', 'say', 'least', 'subsequently', 'complained', 'ba', '4', 'weeks', 'explanation', 'automated', 'message', 'customer', 'services', '‘', 'experiencing', 'exceptionally', 'high', 'volumes', '’', 'response', 'says', 'lot'",0.09789473684210528,Positive
Trip Verified,"'customer', 'services', 'call', 'centres', 'etc', 'atrocious', 'sometimes', 'callous', '’', 'care', 'long', 'waits', 'speak', 'anybody', 'power', 'actually', 'solve', 'anything', 'calls', 'cut', 'halfway', 'without', 'resolution', 'anyway', 'flights', 'cancelled', 'original', 'ones', '’', 'really', 'left', 'nobody', 'cares', 'onboard', 'services', 'soso', 'short', 'haul', '’', '“', 'semilow', 'cost', '”', 'confusing', 'never', 'know', 'expect', 'time', 'given', 'bottle', 'water', 'small', 'snack', 'whilst', 'anything', 'else', 'paid', 'yet', 'flights', 'apparently', 'preorder', 'additional', 'food', '’', 'confusing', 'makes', 'dependable', 'cabin', 'baggage', 'theory', 'generous', 'compared', 'competitors', 'economy', 'asked', 'half', 'passengers', 'flight', 'check', 'cabin', 'baggage', 'gate', 'due', 'lack', 'space', 'overhead', 'cabins', 'leading', 'long', 'boarding', 'delays', 'whole', 'offering', '’', 'thought', 'well', 'usb', 'power', 'supply', 'work', 'throughout', 'flight', 'contrary', 'announcement', 'power', 'available', 'seatbelt', 'sight', 'turned', 'pointless', 'providing', 'sockets', 'first', 'place', 'first', 'choice', 'airline', 'route', 'trying', 'use', 'avios', 'points', 'totally', 'abandon', 'fail', 'see', 'deemed', '4', 'star', 'airline'",-0.05833333333333335,Negative
Trip Verified,"'frequent', 'flyer', 'ba', 'last', '15', 'years', 'noted', 'ratings', 'given', 'frankly', 'understand', 'ba', 'scores', 'three', 'stars', 'aspects', 'service', 'nutshell', 'ba', 'placed', 'profit', 'margins', 'passenger', 'appreciation', 'fact', 'hammered', 'home', 'return', 'leg', 'club', 'europe', 'quite', 'alarmingly', 'ba', 'appears', 'place', 'profit', 'passenger', 'safety', 'extending', 'business', 'class', 'seating', 'beyond', 'emergency', 'exit', 'rows', 'failing', 'ensure', 'seated', 'exit', 'rows', 'physical', 'capacity', 'actually', 'open', 'door', 'incase', 'emergency', 'reassured', 'see', 'elderly', 'slightly', 'built', 'woman', 'seated', 'responsibility', 'opening', 'overwing', 'exit', 'need', 'arisen', 'shorthaul', 'business', 'club', 'europe', 'simply', 'joke', 'useful', 'gaining', 'valuable', 'tier', 'points', 'loungepreboarding', 'benefits', 'cabin', 'crew', 'service', 'excellent', 'lack', 'space', 'reduction', 'refreshment', 'choices', 'etc', 'places', 'million', 'airmiles', 'behind', 'competing', 'airlines', 'qatar', 'turkish', 'emirates', 'understand', 'true', 'definition', 'customer', 'appreciation', 'hospitality', 'ba', 'consistently', 'eroded', 'value', 'executive', 'club', 'seems', 'impression', 'recent', 'changes', 'obtaining', 'avios', 'points', 'booking', 'process', 'benefit', 'passengers', 'really', 'want', 'support', 'ba', 'enjoy', 'flying', 'point', 'started', 'penny', 'pinching', 'became', 'deserving', 'name', 'budget', 'airways', 'attached', 'photos', 'taking', 'recent', 'itinerary', 'highlight', 'difference', 'customer', 'careappreciation', 'british', 'airways', 'another', 'airline', 'used', 'trip', 'flights', 'around', '4', 'hours', 'duration', 'day', 'guess', 'one', 'shows', 'bas', 'inflight', 'offering'",0.14074074074074072,Positive
